source,target,lead_time,transport_cost,capacity_share,disruption_probability
0,61,8.824026908218384,91.29601957400158,0.18169435213628432,0.15412566986300982
0,67,22.15188575910509,325.3595241529884,0.11956486400696965,0.18669922145428433
0,70,12.0,364.88863428720737,0.052009131462657496,0.16830893897087554
0,71,8.314085616526217,83.02021380940698,0.16180984174275792,0.1876496758056098
0,83,25.176425340786814,417.36253526070993,0.011289733810863655,0.22296463865234742
0,97,21.201883589901897,426.815380839334,0.014313607418035952,0.2309357096047598
0,102,14.048925336614143,304.65144207808663,0.026364132088572276,0.13429068612732295
1,70,20.3510262699755,585.4356234025564,0.054232166319564845,0.15213162686154574
1,99,18.0,362.0992302026867,0.6466325645473042,0.27346067102877913
2,62,26.7452990509642,464.81204065094227,0.24779796258868353,0.17068354067008928
2,66,18.0,533.453705135775,0.015975716147416528,0.16171889015153018
2,84,24.760645136070302,528.4484175043058,0.3189083967955258,0.2259386125062395
2,106,22.061455964369088,372.59832507008963,0.03693212458204902,0.2601942112803211
3,67,15.93450170817043,287.93978145757876,0.10264452971324206,0.17631726635278144
3,71,2.907448844071774,133.36217758139657,0.11570852373423378,0.25235571616384794
3,82,12.597018208666707,200.6556834800868,0.07909666621015926,0.2009420029932961
3,86,12.95238693635645,70.72689241073729,0.09528801444555086,0.17740224250095304
3,91,12.0,321.35432145590727,0.23751315448765298,0.14669013819385118
3,94,20.347096496885733,389.5576475468793,0.060287748412320714,0.22956031494786788
4,66,31.951062184716136,803.9492626779704,0.07906337357491551,0.01850377078921467
4,76,19.46004308422215,496.66511809268746,0.06446890260478393,0.22914192703921388
4,91,25.40292545368969,708.0029932684973,0.056990296473015296,0.18196428825254346
4,92,24.102874295093162,539.5195857478336,0.07170041036654286,0.10743458990281894
4,94,29.683587010159755,800.6983733468819,0.2098461904263476,0.15194129212781385
4,95,19.888848705250055,629.3308803786977,0.11536647364880595,0.13613651714882008
5,109,18.65980986376454,341.7359852913245,0.6723717101704131,0.15132362625522688
6,61,2.0,137.36291175095016,0.5006249487000781,0.09137701276515706
6,79,18.58232511940825,435.9333162607481,0.2259792328723816,0.1938523045960715
7,67,25.981911807575116,602.3263170658614,0.24198059579324616,0.19658190186996366
7,69,33.32724087074759,783.5597231130191,0.12948628166017223,0.19844436616506694
7,92,18.0,398.6029353814859,0.030500404030520532,0.24624320003689068
7,102,20.383298531397998,476.6521772684606,0.27280817420393555,0.1474864554646897
8,65,20.644684141323395,460.86783462294915,0.07632043786096986,0.23846579667391732
8,78,2.5322065604984134,91.98995407187215,0.1566785800140126,0.1852373938199687
8,86,26.550861557983943,451.33164222140664,0.27113390822424954,0.2349981932899744
8,109,8.889343598194893,116.36829211677318,0.27817173594773226,0.12767491534323325
9,68,21.519983005114756,531.4914009133006,0.2426883920145396,0.1991239875563373
9,81,24.46829393955251,363.88637921104134,0.038681792033037704,0.07490703307495569
9,93,19.5678592694446,534.4446200848956,0.08492560545940277,0.198948565770445
9,105,12.101366682851356,109.18492471061681,0.19543230845047826,0.24969546224542993
9,107,25.57070654993446,437.2112695791826,0.009686548078183201,0.2605144683654514
10,64,19.423502046736594,279.5153460520563,0.39798431384295646,0.2190920082800079
10,70,15.404694667514836,210.5400050016375,0.18235157283586934,0.21309803625555376
11,66,34.83543987954458,735.8671802949182,0.14277584487115144,0.1899207414606188
11,77,28.0,514.6752993847683,0.15878086349594514,0.12943074874434846
11,82,19.627179785353533,561.7149980382405,0.22158788862648512,0.2641974696293673
11,93,25.44224425972066,639.0189890559953,0.17287626937345643,0.09144600557353455
12,76,12.0,274.98190535862165,0.4337194111149339,0.25315680889241926
12,88,4.593038208303142,97.34300029901128,0.1321807870078728,0.24066573613570302
13,64,19.054002075943913,524.1001187211117,0.17097397450893834,0.17642209754167004
13,70,20.39208785766252,594.9357833007554,0.30232671143678014,0.15109474665074604
13,71,18.0,479.00133104391784,0.10257173737601588,0.2660632235171887
14,74,25.34680300287924,839.5816022339205,0.052866196682580725,0.21011825098558742
14,89,25.855333809709386,565.0534906520618,0.3021967524364594,0.2273800466515419
14,102,29.30244303682251,716.1877534415408,0.0873426904128123,0.12810595416911574
14,106,22.564953813740658,716.724090960388,0.15585864486138015,0.14490894189710246
16,61,5.630359695294537,95.19754286778955,0.28870620082756165,0.16113455306755547
16,63,16.908042854825027,227.2634984790061,0.146451971472817,0.3412380672179252
16,71,11.444834298471793,103.72996250466117,0.0836142869192366,0.32235035097303255
16,93,20.49522490056078,338.8956972346532,0.071958141981356,0.19969068439730664
16,99,7.349508653058386,92.02271488997141,0.08197815165940346,0.19756894928928825
17,64,14.240007079783995,252.2056740374706,0.09993477939948048,0.04522003044526214
17,69,15.13614837759075,354.09603534297605,0.08451016773657524,0.14677022725049843
17,86,21.855691436211476,402.6954994086965,0.07353906048626573,0.2795977159538653
17,87,5.391779149254664,96.9023398226022,0.05143712066174654,0.08283863124788526
17,98,9.780945499279284,107.70431773235707,0.0760920986771151,0.11956554604521011
17,107,15.298265787033776,86.73612631791495,0.2505534100551499,0.1749794986329516
19,83,22.29921082251946,807.1439939857689,0.07169512032858968,0.0979864984417543
19,93,28.66193098420354,783.9545074684489,0.37864310569994786,0.17727133953730237
19,96,30.054296279450593,731.3488045928981,0.22032878370320408,0.19039596604489817
20,76,13.027768389061382,303.3229938003454,0.17042588913035858,0.23020584937672017
20,78,15.375407727284955,318.03735924592036,0.5053673228269013,0.1501238002410002
21,67,29.47150169628721,694.9023975373426,0.3035053851907584,0.1198269659619369
21,77,25.522274456175193,709.9159743048497,0.3924713379696391,0.22513778029998416
22,60,22.130084256967553,317.1592074293671,0.14655535044411505,0.14045965307213376
