source,target,lead_time,transport_cost,capacity_share,disruption_probability
0,63,31.385350577235084,820.4827770539537,0.13852284025005754,0.28911140813238223
0,69,11.947056547476121,61.306913983162595,0.04736014429068986,0.23462877883030753
0,72,27.00036057046549,1359.339336134229,0.12457999247319142,0.1733715926811334
0,73,26.319144320011826,815.7646667169959,0.12401901457693978,0.3273787856902819
0,85,34.17739366508572,1203.4500655261963,0.20545111059378637,0.19740168290253296
0,99,25.301261968607186,930.1277302735002,0.1064742058333694,0.2991334913860327
0,104,12.0,298.31233726786735,0.14258200842190794,0.2428211209288646
1,72,27.977461305885477,1526.0595042196226,0.08660533280282104,0.2511827940696547
1,101,26.627587969366296,909.3483502675205,0.7486656400357651,0.1294674661058885
2,64,18.540496509675428,354.2035768167993,0.06502705019293177,0.21880432888799414
2,68,23.125316290813227,772.5987675091424,0.21970330472140356,0.29196754554706594
2,86,30.60890077643244,845.2375165086213,0.30927230361523506,0.21090629645469683
2,108,24.533144249766288,744.3150739680874,0.16094956755779283,0.1987804477655703
3,60,12.0,270.2429214872309,0.13395757684563706,0.17677147562032136
3,69,35.0,1255.6428142699308,0.22253654579640578,0.01
3,73,30.348876371156972,644.6878863614994,0.07305556538023052,0.16994134974132058
3,84,12.226822719478761,284.69693605253747,0.07590042962551248,0.026429409869943042
3,88,30.566792212593455,710.6196988837125,0.1438621708023303,0.20975198012980828
3,93,24.807737831591364,500.8544281636306,0.09165394348437722,0.17679320683452987
3,96,13.083594128775205,278.2038138453347,0.07374406450443904,0.02740469579997045
4,68,27.613729701439514,559.4635191516136,0.08120822052316702,0.27698807520999924
4,78,22.0,731.1774526852921,0.10291035338010009,0.0884577918011378
4,93,25.85129298388502,418.6045320217137,0.2087824053178478,0.13657149175759964
4,94,22.0,840.2234131027689,0.17033279565852577,0.20839664564047125
4,96,28.947134112601347,678.6469496169872,0.230874256435801,0.09594474800815155
4,97,31.66595852191704,682.3941971196911,0.12667068446500365,0.16713234927189233
6,63,26.731900448818855,827.8578284620169,0.25649851287691666,0.1044439835002074
6,81,34.64882177713897,879.919206244333,0.4585451211835098,0.17123914949655922
7,69,22.0,1574.1861912533102,0.12834431386940873,0.09328880013984528
7,71,2.0,105.92702636892788,0.5732310461273151,0.29541627278537236
7,94,10.756718462807331,98.34504044405534,0.03505161246661582,0.2569737073983386
7,104,26.3397896812205,1406.5180462063445,0.13058552239173124,0.13648359796957363
8,67,28.982381422638916,1632.1690297284906,0.1427097853566623,0.16342347169042098
8,80,27.912208638106623,1708.8357529503508,0.3543341155776592,0.1518390486949146
8,88,27.204613860375318,793.6517519177872,0.32931392927018355,0.1907678612222875
9,70,22.0,804.5122665416264,0.14114252514357656,0.1708024881338407
9,83,8.317014752338014,114.76193468178225,0.0751739977575802,0.1546807498992981
9,95,24.91479175601759,726.4022666759885,0.34327084452264633,0.17812080434701139
9,107,18.0,414.10245176197657,0.09503936633067432,0.2035137707998268
9,109,30.48818449336605,791.2901591266632,0.23044402674661932,0.21800089832514016
10,66,24.545586779239027,832.6674162654398,0.18225813301409413,0.20570015689440238
10,72,9.735612898511963,107.2498134658873,0.6253388873291327,0.2591955455833255
11,68,30.6676862170143,643.9162096337233,0.3486460544509197,0.11818256886852195
11,79,31.44674936845675,876.0055594644219,0.0578946825960812,0.24623098054012327
11,84,29.70462820965697,731.148255773686,0.28226766064460423,0.1453398498137989
11,95,9.947613655558282,113.57906180093062,0.023731811034767757,0.14329297281621747
12,78,25.167161058290667,758.8442441990614,0.48696785474084886,0.08021197533270943
12,90,31.384254903587912,866.93628140308,0.3600819828859256,0.11839445727855052
13,66,27.238612388304496,865.2957700997168,0.5458998209226775,0.14747270407958957
13,72,6.704610497118872,59.469019445645486,0.08928866538703212,0.1617298099294114
13,73,34.187556021301134,788.1888336463882,0.07934553373501253,0.09844027407369772
14,76,27.327240870747588,424.4685120145957,0.09970268476314921,0.12493729890521207
14,91,35.0,703.7885838618316,0.3170967074269162,0.12028723714097865
14,104,28.41490790924348,1323.6967730584809,0.2232668972500315,0.0636095195783641
14,108,19.278515177938942,377.45511732875747,0.25192353399433937,0.20338760103622613
16,63,34.97581124085158,792.36127391622,0.09686167438224301,0.24334135356982284
16,65,22.969371306274972,844.4209211543716,0.24003938244955256,0.09894697385505842
16,73,27.77448218804279,687.7342399434262,0.14443531153653205,0.1939330703664746
16,95,24.83807381505054,670.4756333006957,0.12465797729113724,0.09056017592261238
16,101,32.77790167070314,761.200799709861,0.30558665558626835,0.14575916659104143
17,66,25.63924490340414,711.1726430579474,0.05590336737181081,0.13111329893780704
17,71,24.174680271882288,468.6449123553106,0.08744597025733865,0.2115648386888061
17,88,30.652488073406282,622.3112636972285,0.2809957260369507,0.28566006312337516
17,89,18.0,475.33604394658585,0.12520957620573261,0.06118211841087402
17,100,21.051093775925317,363.56308148567695,0.12341549693364824,0.2907061279969837
17,109,22.603620813803925,638.3186599140154,0.17742532991769755,0.1361272145543262
19,85,22.1270409770621,1165.5152484212085,0.1169828700538667,0.2117974415417584
19,95,28.33030650768896,752.5359973178172,0.6347551741437545,0.23586224429126412
19,98,14.97167547072654,262.92735083517033,0.12910346718101823,0.15155752986973187
20,61,35.0,728.7297384968952,0.2807692414161309,0.2455520565423428
20,78,30.544513657249542,772.8023834390033,0.1640391121349487,0.3303189120859917
20,80,25.48853993601257,1009.0296073141999,0.3580192992007253,0.1642783127137134
21,69,22.0,1247.1954888283403,0.3138263700949905,0.2433075001416119
21,79,27.937056324681127,463.10654140826466,0.6246057838614468,0.22565262678753423
22,62,26.39208785766252,906.2937541160582,0.2628296955472102,0.06885901648059274
22,80,31.805039776696976,554.7840600732181,0.15864502985978915,0.18212767480668918
22,100,25.30597529207631,1288.6273743616246,0.19979864688901364,0.18649584139830197
22,105,28.030999639008623,790.982549800459,0.30791858144365225,0.058980988797006584
23,64,7.432736603231152,55.88993790748323,0.5473279419519396,0.23268609687059166
23,107,25.96712624417669,755.2886614201445,0.3988500593771279,0.13449078659318936
24,60,20.273587816793203,498.9554366495918,0.14678757387374214,0.11568738277078354
24,65,18.0,561.9449683426333,0.0819413390211014,0.17041127514043175
24,86,25.92804931756234,648.0795119548009,0.3898790383361268,0.08190900097072559
24,109,28.0,523.7317593458301,0.1977739086884232,0.15029739962771074
25,62,27.764279660019188,708.5689740178211,0.09703658483709873,0.11932311872966045
25,75,28.0,274.3945319403099,0.2109897166881419,0.1662896573085449
25,77,23.357097049315115,436.4952037838331,0.06190774092246952,0.11454716550439845
25,82,18.0,101.65250992790361,0.04790687861437471,0.1360333525748511
25,94,2.0,139.66563344379801,0.06071144459744799,0.15478449310226577
25,97,12.0,293.4486381830147,0.21014301567747443,0.17748698827545473
25,105,27.74470701622995,859.9022575783955,0.08267251867573049,0.0987243312405276
25,107,24.0832596574947,497.501207720373,0.12137747037318214,0.13948593581904212
25,108,21.00990437321019,302.7179178814825,0.02371802725342314,0.21134863733943862
26,101,31.079341445278473,644.0028682194833,0.5319986134439703,0.2204552809137176
26,103,17.688099735411853,250.43662681526735,0.39269195413756086,0.08792158113397862
27,99,20.0,354.1662347671125,0.8751383981676694,0.29116590900843325
28,66,12.33696985727144,102.50271818189971,0.40528222719329293,0.08596216183818031
28,97,27.765576445436157,751.6222372791487,0.5022003984589504,0.029048983340596343
29,63,18.224071573288626,352.5700646095805,0.06427311244846828,0.29798696006750625
29,77,29.842159442952266,685.746317151094,0.1687591582572645,0.20823633425309954
29,89,2.0,100.65042128483776,0.13787780100477662,0.2073302220609167
29,91,27.06222212137102,549.0537379320109,0.3928807746153602,0.21221261544488892
29,98,27.516383978530474,955.7188933740398,0.14239142825144696,0.14820676633015856
30,68,28.67374613726392,1214.3441810718764,0.770690742694032,0.23157564459658084
