source,target,lead_time,transport_cost,capacity_share,disruption_probability
0,61,8.824026908218384,91.29601957400158,0.1816943521362843,0.1541256698630098
0,67,22.15188575910509,325.3595241529884,0.1195648640069696,0.1866992214542843
0,70,12.0,364.88863428720737,0.0520091314626574,0.1683089389708755
0,71,8.314085616526217,83.02021380940698,0.1618098417427579,0.1876496758056098
0,83,25.17642534078681,417.36253526070993,0.0112897338108636,0.2229646386523474
0,97,21.201883589901897,426.815380839334,0.0143136074180359,0.2309357096047598
0,102,14.048925336614143,304.65144207808663,0.0263641320885722,0.1342906861273229
1,70,20.3510262699755,585.4356234025564,0.0542321663195648,0.1521316268615457
1,99,18.0,362.0992302026867,0.6466325645473042,0.2734606710287791
2,62,26.7452990509642,464.8120406509423,0.2477979625886835,0.1706835406700892
2,66,18.0,533.453705135775,0.0159757161474165,0.1617188901515301
2,84,24.760645136070305,528.4484175043058,0.3189083967955258,0.2259386125062395
2,106,22.061455964369088,372.5983250700896,0.036932124582049,0.2601942112803211
3,67,15.93450170817043,287.9397814575788,0.102644529713242,0.1763172663527814
3,71,2.907448844071774,133.36217758139657,0.1157085237342337,0.2523557161638479
3,82,12.597018208666707,200.6556834800868,0.0790966662101592,0.2009420029932961
3,86,12.95238693635645,70.72689241073729,0.0952880144455508,0.177402242500953
3,91,12.0,321.35432145590727,0.2375131544876529,0.1466901381938511
3,94,20.347096496885733,389.5576475468793,0.0602877484123207,0.2295603149478678
4,66,31.951062184716136,803.9492626779704,0.0790633735749155,0.0185037707892146
4,76,19.46004308422215,496.66511809268746,0.0644689026047839,0.2291419270392138
4,91,25.40292545368969,708.0029932684973,0.0569902964730152,0.1819642882525434
4,92,24.10287429509316,539.5195857478336,0.0717004103665428,0.1074345899028189
4,94,29.683587010159755,800.6983733468819,0.2098461904263476,0.1519412921278138
4,95,19.88884870525005,629.3308803786977,0.1153664736488059,0.13613651714882
5,109,18.65980986376454,341.7359852913245,0.6723717101704131,0.1513236262552268
6,61,2.0,137.36291175095016,0.5006249487000781,0.091377012765157
6,79,18.58232511940825,435.9333162607481,0.2259792328723816,0.1938523045960715
7,67,25.98191180757512,602.3263170658614,0.2419805957932461,0.1965819018699636
7,69,33.32724087074759,783.5597231130191,0.1294862816601722,0.1984443661650669
7,92,18.0,398.6029353814859,0.0305004040305205,0.2462432000368906
7,102,20.383298531398,476.6521772684606,0.2728081742039355,0.1474864554646897
8,65,20.644684141323395,460.8678346229492,0.0763204378609698,0.2384657966739173
8,78,2.5322065604984134,91.98995407187216,0.1566785800140126,0.1852373938199687
8,86,26.550861557983943,451.3316422214066,0.2711339082242495,0.2349981932899744
8,109,8.889343598194893,116.36829211677318,0.2781717359477322,0.1276749153432332
9,68,21.51998300511476,531.4914009133006,0.2426883920145396,0.1991239875563373
9,81,24.46829393955251,363.8863792110413,0.0386817920330377,0.0749070330749556
9,93,19.5678592694446,534.4446200848956,0.0849256054594027,0.198948565770445
9,105,12.101366682851356,109.1849247106168,0.1954323084504782,0.2496954622454299
9,107,25.57070654993446,437.2112695791826,0.0096865480781832,0.2605144683654514
10,64,19.423502046736598,279.5153460520563,0.3979843138429564,0.2190920082800079
10,70,15.404694667514836,210.5400050016375,0.1823515728358693,0.2130980362555537
11,66,34.83543987954458,735.8671802949182,0.1427758448711514,0.1899207414606188
11,77,28.0,514.6752993847683,0.1587808634959451,0.1294307487443484
11,82,19.627179785353533,561.7149980382405,0.2215878886264851,0.2641974696293673
11,93,25.44224425972066,639.0189890559953,0.1728762693734564,0.0914460055735345
12,76,12.0,274.98190535862165,0.4337194111149339,0.2531568088924192
12,88,4.593038208303142,97.34300029901128,0.1321807870078728,0.240665736135703
13,64,19.054002075943917,524.1001187211117,0.1709739745089383,0.17642209754167
13,70,20.39208785766252,594.9357833007554,0.3023267114367801,0.151094746650746
13,71,18.0,479.0013310439178,0.1025717373760158,0.2660632235171887
14,74,25.34680300287924,839.5816022339205,0.0528661966825807,0.2101182509855874
14,89,25.855333809709386,565.0534906520618,0.3021967524364594,0.2273800466515419
14,102,29.30244303682251,716.1877534415408,0.0873426904128123,0.1281059541691157
14,106,22.564953813740654,716.724090960388,0.1558586448613801,0.1449089418971024
16,61,5.630359695294537,95.19754286778956,0.2887062008275616,0.1611345530675554
16,63,16.908042854825027,227.2634984790061,0.146451971472817,0.3412380672179252
16,71,11.444834298471791,103.72996250466116,0.0836142869192366,0.3223503509730325
16,93,20.49522490056078,338.8956972346532,0.071958141981356,0.1996906843973066
16,99,7.349508653058386,92.0227148899714,0.0819781516594034,0.1975689492892882
17,64,14.240007079783997,252.2056740374706,0.0999347793994804,0.0452200304452621
17,69,15.13614837759075,354.09603534297605,0.0845101677365752,0.1467702272504984
17,86,21.85569143621148,402.6954994086965,0.0735390604862657,0.2795977159538653
17,87,5.391779149254664,96.9023398226022,0.0514371206617465,0.0828386312478852
17,98,9.780945499279284,107.70431773235708,0.0760920986771151,0.1195655460452101
17,107,15.298265787033776,86.73612631791495,0.2505534100551499,0.1749794986329516
19,83,22.29921082251946,807.1439939857689,0.0716951203285896,0.0979864984417543
19,93,28.66193098420354,783.9545074684489,0.3786431056999478,0.1772713395373023
19,96,30.054296279450597,731.3488045928981,0.220328783703204,0.1903959660448981
20,76,13.027768389061382,303.3229938003454,0.1704258891303585,0.2302058493767201
20,78,15.375407727284957,318.0373592459204,0.5053673228269013,0.1501238002410002
21,67,29.47150169628721,694.9023975373426,0.3035053851907584,0.1198269659619369
21,77,25.522274456175197,709.9159743048497,0.3924713379696391,0.2251377802999841
22,60,22.130084256967557,317.1592074293671,0.146555350444115,0.1404596530721337
22,78,9.516383978530474,115.69774984815656,0.3630616497619885,0.0628295247475979
22,98,14.182934720849872,74.14752338725445,0.1986667483456088,0.0706380203921052
22,103,22.67374613726392,410.673239855256,0.0142470067829273,0.1670628526834558
23,62,29.50179245818124,728.5144869787785,0.3382531963194466,0.2330022412865391
23,105,21.96143213776079,410.6760282130018,0.2505260346742129,0.1978383928749321
24,63,20.0,235.1682554234964,0.3265264280173151,0.1647763613731594
24,84,21.13683444967305,364.132954948678,0.0972521919735014,0.2277045796693299
24,107,8.833960327818518,61.12639973474124,0.1393098807734158,0.1263500138004086
25,60,13.419611858355182,81.53235114418185,0.0580366112035309,0.2962641351062407
25,73,18.20145938279353,399.307271498461,0.0741272412327405,0.1902096301150264
25,75,18.0,315.28522862311775,0.0168931474608243,0.1048185496252409
25,80,2.753897704507408,77.57475835810934,0.01343431967538,0.1973076875882448
25,92,9.267294030621072,101.88717864075764,0.0742476553548566,0.1069386218950722
25,95,11.68035489508128,112.6017460904678,0.0305193792018101,0.1746580882953204
25,103,9.574118684525445,95.40783467946764,0.0496645942701525,0.2403401209597174
25,105,6.4736584865279765,91.1109788347839,0.1652948490030638,0.2571867483774402
25,106,16.817591544844607,335.14321715765027,0.0763325418372341,0.1576020248922917
26,99,18.0,447.2085283774183,0.2399900400607997,0.1152140658148328
26,101,33.12022858616848,578.9624100631319,0.4029364842179436,0.2324910376028916
27,97,27.89045085085595,837.2760244752124,0.7297844430106133,0.2121088331110475
28,64,29.71700402543321,710.6582853264429,0.5578513686703551,0.2190747086247478
28,95,18.0,626.0667816716368,0.0400382540996415,0.2220648575462742
28,108,31.161658832620283,777.8959764000301,0.1579576391050799,0.3051956909660405
29,61,31.263203382495423,677.2092765243405,0.0648121452215284,0.1731842920896601
29,75,28.23311230827155,715.4687291383258,0.1411117308376284,0.1712975564403582
29,87,26.356775230958068,709.239429840406,0.1112288421394685,0.1054033901503208
29,89,28.45386317909088,702.3426169123641,0.1368965602511932,0.1790296059049645
29,96,26.803331773753712,687.5559267604934,0.0983062896426492,0.1709665541687597
29,108,22.0,779.2894731776549,0.0515695910942698,0.2427611845002832
29,109,27.560731280285072,762.2476923153337,0.1582369558250547,0.0713643507057898
30,66,27.409175645584508,771.9823622941955,0.6703725672461298,0.1959696583165157
31,63,24.02226685732344,526.8072514147518,0.0194174980821871,0.2663724395196417
31,75,23.265380299562345,627.7522399812296,0.081601144889523,0.1378154728091751
31,81,22.0,679.6549789995702,0.1117976997056264,0.237431111260345
31,88,20.135605987999355,477.9147369286613,0.3957717126421526,0.2337949841880073
31,100,30.553474083837354,640.4419780177795,0.0761782332942593,0.2706023488014201
32,61,14.273653955358832,270.1391844769882,0.3358643209970848,0.1504976169934737
32,84,21.12455367951379,500.5603570355076,0.1600188248689413,0.1437663480552826
32,103,12.0,382.55749474347033,0.2456933753570297,0.1861590529617776
33,60,13.680616116534573,329.2533901318528,0.0392626369839897,0.248781105091367
33,70,15.017745509059976,355.2425708821586,0.188119706661404,0.2530986807758025
33,82,8.424281129079034,129.83956874107622,0.2216030661726064,0.2463487862902803
33,85,9.573791445161651,111.8895893727702,0.1567830802652258,0.2001337565050902
34,80,16.87969307738509,140.13332628224,0.0448857382700729,0.2397383337477731
34,83,27.41971457190698,289.81779046180907,0.464799745031668,0.2561402944332261
34,85,20.83484523390977,502.2779864143926,0.095381450075658,0.2183671778121362
35,63,25.87803465455621,750.5465215071872,0.0149345541727292,0.2396506596675549
35,72,28.56633913522197,696.5781963183894,0.1632424429916217,0.1543216104875024
35,99,32.75201337044657,602.5886671385781,0.2190416073557994,0.01
35,107,22.0,819.5224723577469,0.2038067917459831,0.1540408666518233
36,60,12.998819996486825,166.76113137427163,0.4383216728834984,0.1398537881399822
36,77,9.606236287364675,133.10082709555292,0.253294824366229,0.1136326593760695
