source,target,lead_time,transport_cost,capacity_share,disruption_probability,flow_quantity
0,74,10.323622602826168,405.38961608978326,0.16499079971712985,0.11079501740467268,23771.103648140714
1,85,9.813900872355294,393.17885903612535,0.276742573733518,0.2282342152251674,19485.90432429887
1,104,3.573284266634329,103.78146703524861,0.3906590833552391,0.22461991996521236,44493.36434936902
2,67,7.856710180037861,276.20233648840093,0.3475765898823151,0.21707847621623066,41418.081054846596
2,85,10.14717177374837,283.5162377232663,0.29495933645859834,0.24580334280321872,40865.31982875767
2,96,8.660177360672183,303.1655986791995,0.40933451122257164,0.3160865581223241,39631.12015684329
3,66,8.902088478026926,214.3421521301774,0.7,0.15378043236571776,26408.294192918554
3,74,3.3798717614453446,86.50630984303594,0.23796866307207193,0.16319808643754583,41249.39138008391
4,71,13.534682787261211,290.0386087962254,0.5020636415556343,0.1643437542625539,34903.98699390373
4,80,2.656896992341574,87.14352737227645,0.5175112504398391,0.12803809751018858,13462.368140664887
4,100,13.02419208594958,302.65640255582514,0.2505098696162763,0.22218278482182863,44136.231593498924
5,65,12.852797102629625,332.6112597054055,0.7,0.08996947740416945,36062.926265413305
5,66,7.483449590321079,308.71280610082147,0.24221473610769023,0.2650458137413695,22903.909752148982
5,95,10.811174619626321,301.0233608502729,0.41807321093160565,0.16938403088983758,45715.74719887854
6,63,8.88214983446738,208.03491673852213,0.03392090516079066,0.026537324858819655,35240.847068074225
6,80,1.0,83.34832760851316,0.24764713669758126,0.07245065710303342,19351.80100600409
6,92,11.925094159445091,291.74755559166476,0.23263004148574212,0.13593649630197513,11411.854528391857
7,79,10.673182422902903,261.5808339888691,0.070478907213632,0.2502022589236432,18054.044545095137
7,93,8.099780363218358,342.81575652121376,0.1053989808350644,0.15910764319629261,48277.56203155472
7,105,9.11802018116379,207.41827882439932,0.08852861768669049,0.13553223349474064,12520.27781941162
8,81,10.96928182795112,328.47874413516286,0.278076919782408,0.1861217073332308,34152.01626971866
8,83,3.0906089155828163,98.30880962712938,0.2204804831908197,0.15661033811629524,36611.770436700805
8,88,14.986616332854226,354.19219365157323,0.1677056752493207,0.03640153537161951,29136.331565289223
8,102,17.273080926102786,327.6451049486606,0.04963689855344448,0.238891440321091,44077.513751554965
8,106,3.3877061456478237,147.29018256381013,0.6444138432785672,0.20881643272942027,22380.800014384484
9,96,9.399297085928065,234.54516953358223,0.14796197525164126,0.2574213063412307,18274.536969534623
9,97,4.065001964967147,100.30727982184544,0.15639755941457026,0.17406587824689373,10552.00085810602
10,60,3.349123541106438,92.37842426897672,0.39515821125052847,0.11331069364842973,10543.528084357164
10,64,6.664686411613414,335.39867449528003,0.10712991848373236,0.15740277427767102,39830.37463307056
10,94,3.1171514655572934,157.0789783718156,0.541355777091183,0.11148544921191965,20957.533886830606
12,63,5.609033861610594,261.43489695021987,0.09309240644137541,0.05353239214082041,21730.721816186648
12,77,8.7603223726643,313.88141059639105,0.5947689287419581,0.19822793192849283,40838.423731816045
12,92,4.975540667799738,273.56499538410225,0.4306704429311699,0.15168457351482972,46283.0223755534
12,108,12.882230526038796,287.1738205072733,0.6963022108287503,0.27365522276486864,37633.01342849218
13,65,12.000764662760727,326.2859286886645,0.08879760555149435,0.19122121458961308,12006.433396219682
13,68,8.416636528937541,264.1044859315698,0.31674193498451014,0.22987730788219896,29638.432608741317
13,99,10.43559941843922,260.4682584818377,0.16684032644021796,0.30285714318109286,25057.48901410313
14,65,9.773033800364507,263.3371366072719,0.15604996734080526,0.06351993659582038,43176.27637914775
14,75,3.9203529168468236,297.991553960744,0.6528274173511539,0.20209697688954556,37035.889147514754
14,76,11.16671666955527,376.36482653138796,0.22671285913550318,0.24213839848028235,34999.92751275927
14,105,9.789932525958701,238.93659945350151,0.24598585435479955,0.06786553974067418,44877.12554813175
15,69,20.762129653954297,338.9019258236809,0.13641096575171224,0.10755731154932278,12186.688147045577
15,89,8.475647356009379,333.2027854602818,0.056687621393314166,0.1368678400362809,46418.5576950893
15,96,10.493536919797256,371.52741156712153,0.162716464591834,0.20047328419538246,45713.70415018726
16,60,5.809069949575576,380.4401855055013,0.7,0.24932824902439732,13845.648076586041
17,86,8.6584101919461,243.9221854999064,0.024664873633538104,0.1397314298536554,42277.461840996024
17,94,11.640192473683209,270.4905612925518,0.6504137413915061,0.22929330211560336,45044.34726272686
18,75,8.478009849452892,344.63383187418077,0.456137698374875,0.05044890472710711,36206.22174333059
19,65,2.4160123040184525,103.79628739236666,0.07077485943861965,0.04321354050907519,19498.804576517992
19,90,5.278733173045755,308.36414372970114,0.06192798463620964,0.21519053998607826,11943.944820984118
21,86,11.006169267847495,304.128831346112,0.3932499832594215,0.24992836794318696,18799.332804235113
22,93,5.688502737014458,301.93239358867015,0.3367023247429069,0.057411226024999415,44065.28075920312
23,98,11.908385242937157,228.74546101854668,0.4092960708783739,0.21088111204330456,42379.47746602676
24,61,9.601450044851692,344.4608032536413,0.26754817107210305,0.0910575994409829,35907.59339705443
24,67,13.201399475678443,270.9287741956216,0.1474870347668363,0.10748647205349271,12296.27828171382
24,103,6.414106013196114,269.5639730170109,0.5559233496594284,0.17546055143257613,46670.71259834645
26,103,7.979481469057235,274.69052224443374,0.35853839735098453,0.09919236664050948,21877.62152603516
26,104,8.39150035728204,194.72690671349102,0.23988927759760284,0.08360787695987726,13214.449833161889
27,63,6.029764927146286,333.5476719366787,0.12572877690419518,0.057791523993065336,11638.140185820255
27,70,9.18073059949854,388.2172472635066,0.21144739977441684,0.0792752072477616,40073.90394830749
27,87,9.286502941729749,265.6823365563035,0.22465577546909785,0.15813221557369334,15712.503219109749
27,88,12.07141335577263,345.23342009487465,0.3394291772250858,0.16441416700493855,39987.928385410894
27,100,13.968908240512315,325.1793298738947,0.09379410038327905,0.2168668151909768,49599.98525760163
27,104,3.744951406615801,287.18141277190125,0.31201871777915646,0.2060337920892195,28641.047362284873
27,109,8.896165422475878,242.3972393656833,0.24644778255484498,0.25238937849643883,31851.59440879247
28,73,8.00856180580781,326.04074571868375,0.5465265540865852,0.250748574869448,24826.56690128027
28,81,11.881776081320707,309.7049847982808,0.6088564130103419,0.22095340316289494,40011.08629462201
28,91,3.5135740698626483,104.96352328953995,0.4074816165420082,0.18164161539938345,25390.015953021
29,77,8.027768389061382,313.3485915513468,0.2665981899524159,0.15863525773595144,11066.28421740163
29,83,5.999758718164026,229.78708221151663,0.17655291564925102,0.06912708651939278,28534.99060292635
30,71,8.364486150197484,307.80590547140446,0.1360345919147397,0.19633034739346306,41342.359608327984
30,73,11.3816195822142,300.44625308114706,0.37172085215145073,0.1841720432937825,31387.386028136745
30,82,9.637287983897856,339.2443746203914,0.09332406260074412,0.2015328554850683,22584.24470068518
30,91,7.8116913643534085,329.12256687966646,0.41067976058567796,0.15519117724737197,47972.268026095524
30,94,12.252513752172444,351.487699573017,0.25843664942069877,0.16991990030988074,25038.701870426594
31,68,11.57026976269814,255.28062455131823,0.12591575324725904,0.10355384662996556,23284.908685139613
31,99,2.5811306116587374,133.6349572213533,0.4462986288591782,0.131802718604526,32440.453142509392
31,100,1.0,82.68026214692358,0.3345727378146149,0.13566139071167183,15971.321269109696
32,72,3.533715685856933,63.6343643618218,0.4805806046974778,0.19932747978402365,10851.033227457956
32,82,9.695519920590014,379.96209407903655,0.42364939624456155,0.18092766041602054,41905.357471087744
32,91,15.039240160554195,353.3576563798922,0.417338889982329,0.09205829070357985,39145.61422803681
32,101,6.985056741514827,277.6177008013204,0.20027958362144377,0.22139422684671922,13157.225731843668
33,79,8.991793259444291,321.004436188516,0.40824992034471613,0.13095363561170845,12408.043499623327
33,80,9.311175201920147,334.3876838514019,0.2749601247694251,0.1362991906890391,18965.667498400984
33,85,12.469006539513522,334.666750295089,0.42312083288240265,0.11263255256475821,18155.57617027239
34,81,7.154816864358425,241.02233543087561,0.5063286350522374,0.053520730313568035,23622.018664357303
34,89,14.152234217846214,295.6406717057556,0.13358231468747844,0.06810532366751473,13281.41325853648
35,76,7.67776014996952,262.0213180454819,0.4017213066667153,0.2742682969752979,26676.60036751101
36,86,13.575182537574385,266.74782510365236,0.3096451103193674,0.16325168468626255,45320.41240366051
37,74,9.43852006492289,283.27374478064934,0.3850246900295473,0.17821577828923824,42602.39281468282
37,106,11.271535134163464,391.8168864627699,0.135452609726899,0.14332993901567376,44832.52775688302
38,76,12.406980295555108,323.0291586079524,0.3617187847198068,0.20371712886268645,13197.691132451953
38,92,16.006860016952388,262.55067568112304,0.5364585840498659,0.22933340038217534,41324.49331223113
38,96,9.898463056665275,395.4375860427209,0.47688150692417186,0.21193474342968102,23448.389927386106
38,107,14.808448374456106,264.43180138108187,0.16482310896566196,0.15041037356849463,41692.40708182393
39,89,10.109951570406809,202.82957379434242,0.42407013064605004,0.20448829037071564,23231.65122098833
40,66,11.422684292299964,265.2915591602344,0.18778626764125342,0.18601456700443952,45105.259333533715
40,71,4.925603240666956,116.14573206734879,0.15519163615075054,0.08631981781054912,11568.845248433605
40,75,8.675986289213736,289.0569209939224,0.6052138178516069,0.1675946684719137,47620.722195868184
40,83,5.186856653223538,360.5365249590367,0.1986788651236446,0.12867494205466695,27534.854921347855
41,104,10.062233524633008,281.03702499626814,0.18478687915060396,0.29487148118251066,21587.71259069113
42,90,8.640094672174849,210.38683747736818,0.06710466455462043,0.10152016408702604,47970.51419017026
42,109,1.5026233279862464,102.34003170125611,0.18991185863567486,0.31511948734164086,37670.289310784174
44,62,10.813624198611032,179.46350917594043,0.18639333379255046,0.1725715296911396,33245.20649311948
44,64,3.7925648473063607,55.24799774585409,0.28359039414146103,0.11991094196562281,16312.271495095665
44,87,3.141584783805493,95.67586119319947,0.7,0.033649246188356435,20013.252479474344
44,88,2.598446581322038,106.87193871270246,0.25026682163581393,0.08894690256136019,35045.93121166408
44,101,5.33821089771752,286.36744417487455,0.35462975709518707,0.21095402804571245,28361.97964992521
45,69,1.7588914605990187,85.2625963446021,0.4056741181380146,0.10132093419060031,45252.90387254946
45,87,3.348721403276334,103.96439944875938,0.28857558030738295,0.1690276554769777,31800.162339747723
45,94,17.59184042424564,265.35043286787015,0.2252033311569822,0.26755464822394504,17142.15035898098
45,106,12.675373038844988,237.91580118577812,0.21280889065029654,0.09131405685944846,15085.643257690008
46,72,11.487892593692576,245.79014224856178,0.1813237481669984,0.2150850609680237,40995.20366855626
46,95,10.755400961097028,282.11123311770183,0.3944285516861402,0.1691419613033074,32722.798885984233
46,99,11.156508220418711,303.09975770301645,0.25551774362250906,0.15460513911100532,31495.626344100903
47,66,10.20148680520008,296.8638459320713,0.2605186515513836,0.18426027797873884,26690.67745733414
47,72,3.6613274949232313,99.7697546793502,0.46448745622128923,0.2350924290450996,39517.72423123136
48,78,8.676836755677714,329.2470114969441,0.05695020439587262,0.27028087138936574,11080.892290657779
48,109,1.8230992266951356,89.02735162683723,0.20794690996094803,0.20854259511271084,21162.586042387462
49,64,12.870776990727936,333.72475898690124,0.362678864364789,0.15115068275460555,17725.128832310984
49,78,12.74568382334124,211.24860911452464,0.23919944819125738,0.14599401406189244,13202.18690740103
49,85,10.9331431857984,332.38319774700216,0.3335968564658585,0.1435851433316844,26812.44397263744
49,90,6.124870822396967,369.0751212600679,0.40726445342022144,0.13626251651245386,29502.922798250456
49,97,12.25362813076234,330.7160615210337,0.3843940952481666,0.2175521108172331,11813.524990526706
50,62,9.431854296952377,242.02483556070067,0.2851925020160385,0.13175198369648117,35057.10839162955
51,88,9.283413599301465,345.20676131443656,0.13758867489121043,0.22363490585590717,30058.977155398818
52,79,4.5265010638681495,137.83181670032494,0.19955972935912458,0.18402597349295494,23029.59636515756
53,72,6.958273559040048,227.97686846420862,0.06482764439157711,0.13413713685106218,16381.335422180196
54,61,11.584763590129015,306.71043197296115,0.3449203662050995,0.09978443720086369,43143.37005880531
54,103,10.81144789874532,348.42303818771614,0.05083653469732728,0.1484870818980867,30033.096920421565
55,105,2.9625027074271326,110.07615892955283,0.3613063715602082,0.06826628071584268,25590.401658502706
55,107,2.2649408870922674,143.6814385838319,0.4350628681651111,0.2949423086557518,28638.708221162575
56,63,6.441854451659369,218.38702298277488,0.2963275553467858,0.07698907269012248,12478.739589166686
56,74,4.4507866783731735,224.07916999931888,0.4212452854896892,0.2986469096666376,19426.421993057753
56,75,2.8847426539626944,95.44154852131278,0.0736705420048675,0.2449871380721288,49698.3452662325
56,99,12.373201312187899,293.3124092466496,0.210247315352228,0.31393179874140315,41393.550269408144
56,102,11.533305174740224,242.14407104643152,0.20359882248214625,0.1875592157713825,23375.429488133177
56,108,2.687641795959147,107.40278858560353,0.09109745820033609,0.18830415671347492,20387.561434410974
57,69,11.024419949855625,249.33166523479184,0.37836941846232713,0.11025970193857773,21361.225038814595
57,84,6.331502945069528,207.09947126904407,0.28325272203841395,0.19404783710708742,42549.456773856036
57,91,3.1637125447237224,80.44024390571357,0.5601141733889888,0.17298488438016155,43160.33601212056
57,93,15.259232058190555,344.6021955838768,0.31250780979620163,0.1555014460086641,45320.23404419311
57,97,10.323231518734367,317.23469751246637,0.46021301909780576,0.14107408027390617,15438.409793951825
58,64,8.164656430830078,286.98883288873117,0.6230854709488284,0.2128570213318117,12744.965886930402
58,83,11.22375814250273,290.58005203985414,0.22808385258406652,0.165857739164449,21133.2623765857
59,70,6.087777245552874,280.1985174577418,0.448172706980326,0.17986351536348563,38002.92075328351
59,84,11.715349636017066,208.59589491923248,0.2529716191156988,0.20227756417557216,48917.533919026675
59,98,10.103931480075762,291.30783082071827,0.1808068263837492,0.09729495068329164,31299.700393272513
59,107,8.594507462656264,304.97596889171115,0.07503128021661551,0.13996502437531336,16215.559251550261
60,136,3.670873925545309,81.02522476630685,0.4806198850536609,0.11090827879892273,10615.503597126437
62,138,2.7470692538768513,73.75708613853536,0.10847565843330631,0.12472493933693202,11408.47109191199
64,110,9.974177534656645,343.7145063478103,0.32400406350817385,0.1503032899784805,11989.474690463732
64,116,8.9304428427519,206.81055875200258,0.13554859482159323,0.08100403668323886,17042.626700649416
65,115,5.474845371654478,284.88750106868565,0.14380695629329932,0.17950371725629782,16249.093336649465
65,124,16.004004199320423,266.41921767394024,0.48426410324557817,0.1547691174565632,10213.240880704852
65,140,3.3967962955140942,80.34082649794458,0.7,0.20912590615170185,6016.371483559522
65,147,10.003405789063642,267.6353206720481,0.24732481056782246,0.06585848360927928,16801.351007071728
66,114,9.578166517029672,238.40467865210013,0.13759095523960727,0.2638183727443078,5360.2810325465
66,119,10.598399753219104,321.00370212448166,0.5527416549851066,0.25046821203189185,9833.69751897406
66,126,1.0,78.66646310177018,0.21556849534468814,0.36538862191685206,15340.248359508038
67,140,3.0850676590379846,96.69173425605858,0.25196664795172086,0.21248244059604993,19507.39334748128
67,144,9.84456125400824,282.04929032605025,0.16350785888671707,0.16160986355462664,6777.574182970179
69,131,1.6170386524225335,95.13943724611795,0.2664739436386382,0.16013163851891982,5439.075687076669
70,113,16.60459834708193,309.9411595421184,0.1748392254087134,0.36288530762736954,19699.929771582858
70,117,13.68183731909861,340.87231203025794,0.11757336988428169,0.1399502989432179,10753.108686930886
70,135,11.934490448159348,369.1888460910806,0.2819375586382737,0.32685306691124866,8498.409082298343
71,114,12.339810257323894,426.20567792755014,0.21213311906314145,0.22046154963254475,19505.49030466724
71,122,4.361473628051664,99.88112468231029,0.15323354598517708,0.11976328498497169,10177.371149654893
71,133,11.580434409569213,306.02879588830604,0.5682891112974905,0.21197516492510632,14761.529004315074
72,115,9.75732637393741,418.0831038234806,0.07406449626752513,0.18673400733378592,10230.354601885327
72,116,3.954595229007639,108.2943323461369,0.167251132565504,0.25376586205054213,17977.6726935367
